latitude,longitude
50.4173387484,-5.08632622958
50.4205793628,-5.06581507316
50.4138777905,-5.08033609782
50.408356211,-5.07552657009
50.4082879683,-5.07002992444
50.4087528537,-5.06624905775
50.4197681162,-5.06728005624
50.4170843882,-5.06183300309
50.4135779374,-5.06898773659
50.4147059245,-5.07185437045
50.4187119383,-5.07215381439
50.4150605159,-5.07514872311
50.4141421573,-5.07306436287
50.4112307742,-5.06635528291
50.4100039026,-5.05998040943
50.4099085584,-5.08066149653
50.4075767965,-5.07173223487
50.4143059575,-5.07863667742
50.4128540104,-5.07732499462
50.4103647857,-5.06023742448
50.4168620657,-5.07456857207
50.4086837312,-5.06688317995
50.4106888822,-5.06821522013
50.4193311065,-5.07206536374
50.4130611473,-5.06984317112
50.41994853,-5.06756759301
50.4011598074,-5.07649454947
50.4167008323,-5.07081345774
50.4136148499,-5.07334860476
50.4118406363,-5.06950978369
50.4100342441,-5.07797206321
50.4112743312,-5.07063216455
50.4224294491,-5.07924790062
50.4106928275,-5.08639657175
50.415591693,-5.07439238234
50.4146812947,-5.06145462304
50.4162460027,-5.07127230521
50.4194750943,-5.06926983274
50.421552341,-5.07753735936
50.4081189776,-5.06507185975
50.4133267136,-5.06814264038
50.4170204182,-5.0721275094
50.4105261614,-5.07947115612
50.4048384851,-5.07167054663
50.4102837423,-5.076728118
50.4186728251,-5.07690625898
50.402754809,-5.07294104843
50.4121987284,-5.06548353169
50.4179159382,-5.07426913886
50.4149025252,-5.07342600999
50.4196581299,-5.07312239508
50.4097272713,-5.07440785952
50.4106331798,-5.06671523352
50.4138477069,-5.073981727
50.4192107846,-5.07660884793
50.4179479559,-5.07436494063
50.4124905088,-5.07040397157
50.4095280263,-5.07057582891
50.4138166587,-5.06832165976
50.4111907587,-5.06233422545
50.409191647,-5.07537595701
50.4177873686,-5.06277003438
50.4182313041,-5.07125033338
50.4057562431,-5.0690026911
50.4121104956,-5.07129951813
50.4067083736,-5.07117783281
50.411409318,-5.07416677512
50.4121816804,-5.08010217727
50.4178101261,-5.07312535736
50.4129395217,-5.07129897271
50.4157957528,-5.06291862935
50.4150555239,-5.07804816989
50.4130365005,-5.06792106625
50.4066813163,-5.06753094778
50.4164847675,-5.07243255086
50.4069551796,-5.07182536061
50.4083186444,-5.07039636139
50.4162686655,-5.06213443011
50.4073625554,-5.07352155094
50.4138979292,-5.07291682263
50.4135205406,-5.06680149863
50.4103535993,-5.06514848643
50.4042443297,-5.06857817556
50.415909161,-5.06790564648
50.4094153061,-5.07608035189
50.4108052404,-5.07197242914
50.4142703554,-5.06365256443
50.4130637091,-5.07761313123
50.4165326011,-5.0781496798
50.411129219,-5.07177602293
50.4154523149,-5.06847043069
50.4161172028,-5.07571007197
50.4020589118,-5.06944264175
50.4128697708,-5.07428365722
50.4154295587,-5.06861546504
50.4053125971,-5.07078120972
50.4236536526,-5.06704223345
50.4184541753,-5.0758189829
50.4070845324,-5.07254460017
50.4195688923,-5.06712364172
50.4172831925,-5.06183910324
50.4135527748,-5.07307957995
50.413400002,-5.07188822833
50.4035460345,-5.07055820623
50.4190744577,-5.06765331901
50.4186215171,-5.0645622036
50.415130678,-5.0646020662
50.4084405923,-5.06761820104
50.4087608023,-5.06383577645
50.4150997547,-5.06828002923
50.4080096658,-5.07600163728
50.409902943,-5.07405288475
50.4148114278,-5.07220657297
50.4002125577,-5.0672696961
50.412842987,-5.06464816261
50.4162831225,-5.06361666749
50.4157349357,-5.06593367324
50.415921522,-5.06625756763
50.4202888679,-5.08079990149
50.408043865,-5.07760104618
50.4187063189,-5.06913952832
50.4097770266,-5.07250662176
50.4129125684,-5.07793362346
50.426633861,-5.06556270932
50.4200558733,-5.07699473963
50.4115673331,-5.06658286009
50.4078907094,-5.0738444672
50.413138003,-5.0671547561
50.407190308,-5.06834230129
50.4178460276,-5.06377063262
50.4082239358,-5.07402032338
50.4154116631,-5.058724093
50.4120800182,-5.07845315805
50.412975545,-5.077557713
50.4017120744,-5.06901390047
50.4140340172,-5.07131637092
50.4094392498,-5.07312208132
50.4102334255,-5.0769474337
50.4082605767,-5.06842108994
50.4166019411,-5.06271108617
50.4115624245,-5.06638783475
50.4115940292,-5.06925532931
50.4188450339,-5.06300481128
50.4135460822,-5.07598714434
50.423304722,-5.07340993612
50.4137838621,-5.07559820549
50.4167246293,-5.07465971769
50.4081872314,-5.07106340138
50.4152291073,-5.07321829255
50.4156226707,-5.07940753995
50.4081360292,-5.07510124185
50.4108898563,-5.0667671835
50.4210804205,-5.06636522773
50.4110477432,-5.06779525839
50.4098919909,-5.07131961612
50.4178337009,-5.06744428484
50.4189928994,-5.0837668852
50.4053374558,-5.0695811191
50.4122462441,-5.06634764262
50.4232674338,-5.06511705776
50.4171043045,-5.07031428663
50.4167310258,-5.07072604466
50.4080698206,-5.07593869899
50.4062527336,-5.07208966134
50.4111543261,-5.06837920158
50.4189010534,-5.07461460422
50.4053409369,-5.07268266889
50.4086878384,-5.07339146576
50.4098270713,-5.07398288078
50.4116818352,-5.07443720332
50.4067518177,-5.06350238985
50.4161061359,-5.06962846184
50.4094099492,-5.07136917808
50.4193198888,-5.0698905901
50.4177182703,-5.06736545052
50.4134621462,-5.06735716259
50.410429222,-5.07309786017
50.4176058771,-5.0692929848
50.4182836382,-5.0689241685
50.4201666535,-5.06466562608
50.410058124,-5.07835819816
50.4148111059,-5.06843104439
50.4084783948,-5.07113022047
50.4151040013,-5.06397816669
50.4179370267,-5.07185651222
50.4156412923,-5.07291888575
50.4126929381,-5.0728154103
50.4029078994,-5.07085739552
50.414548619,-5.07311148386
50.4130249824,-5.06336316899
50.411582302,-5.06299506919
50.4052232534,-5.06845612404
50.4063321308,-5.06759834793
50.412210885,-5.07064293047
50.4149818927,-5.06956278094
50.4136835459,-5.06105629139
50.4102714766,-5.06031640093
50.4090868803,-5.06304757014
50.4124890119,-5.07998590467
50.4115334993,-5.06730567949
50.4061881662,-5.06446841592
50.406818852,-5.06710764055
50.4071688323,-5.08212670882
50.4161467053,-5.06640913251
50.4167575099,-5.06972342882
50.4094564736,-5.07440330968
50.4052282248,-5.07380584233
50.4228121408,-5.0683395616
50.4054537479,-5.07225497004
50.4152576966,-5.08174096665
50.417777089,-5.07854054137
50.4134272473,-5.06777586052
50.4054803025,-5.07127514822
50.4155372492,-5.06887515027
50.4197419006,-5.08342365627
50.4136050316,-5.07120265418
50.4142065897,-5.07078159761
50.4069157996,-5.06967015336
50.4177688583,-5.08406425436
50.4119892478,-5.06556259653
50.4188740095,-5.06899064282
50.4097427954,-5.06384230342
50.4120194987,-5.06890476271
50.4191193331,-5.07601403282
50.4170073134,-5.07193982533
50.4082343435,-5.06901150065
50.4164974554,-5.07952620513
50.4059492875,-5.06500343578
50.4151349689,-5.07103506695
50.403596401,-5.08029567874
50.4097340132,-5.070417042
50.4083025311,-5.07430923024
50.4122036328,-5.06854715546
50.4099294386,-5.08522167684
50.416927164,-5.07578855466
50.4061868417,-5.08175736394
50.4151546738,-5.0752630062
50.4175562787,-5.07639589013
50.4213090456,-5.07103561878
50.4061795925,-5.07194554446
50.4150240198,-5.07012920304
50.4101759825,-5.07315491838
50.4170703004,-5.07665858584
50.4087512093,-5.06377665586
50.4092110835,-5.07515483592
50.4069658065,-5.07198411512
50.4111123448,-5.06936389748
50.4199816211,-5.07016426377
50.414508925,-5.07611171463
50.4191681817,-5.06855247213
50.4134642807,-5.06471959604
50.4185394958,-5.06517801939
50.4110584818,-5.0767381437
50.4061210837,-5.06411403211
50.4121186106,-5.06825710135
50.4099334307,-5.06936281234
50.4133445785,-5.06362244572
50.417640585,-5.07873874756
50.4115967809,-5.07534133423
50.4200945302,-5.06279367346
50.2650435875,-5.04804752432
50.2569587485,-5.04198950271
50.2531332049,-5.05578956613
50.2555906516,-5.0457763692
50.2562458314,-5.0567528628
50.256226553,-5.04281206538
50.2542844197,-5.0440408764
50.2624242522,-5.05835471051
50.2529058823,-5.05568239518
50.2489813257,-5.0446187277
50.2575619272,-5.04736117318
50.2591776809,-5.04790483585
50.2538881977,-5.05240664839
50.250727838,-5.05985371449
50.2667678046,-5.04511863664
50.2489836556,-5.03855769677
50.2612284349,-5.04695978876
50.2523161286,-5.05248022002
50.2518396213,-5.05828126031
50.2521647351,-5.04254687924
50.2575411845,-5.05135130682
50.2609118881,-5.04604000806
50.2468027166,-5.05173019194
50.2627103032,-5.04488421874
50.253148832,-5.04895098391
50.2565966325,-5.03856467529
50.2468306516,-5.06105288227
50.2691166381,-5.04563381777
50.2621667958,-5.05116090807
50.259589668,-5.04415014144
50.2616591123,-5.04385532394
50.2568665027,-5.04267746335
50.2605902017,-5.04272854216
50.258199496,-5.05265954981
50.262410581,-5.04442901462
50.2593268505,-5.04887035099
50.2468455318,-5.04601853257
50.2542671333,-5.04460066994
50.2497582113,-5.05169092711
50.2546245976,-5.05046321915
50.2597491944,-5.05069837337
50.2512596447,-5.05600318316
50.2478103763,-5.04875558202
50.2602645314,-5.05952021431
50.2515108094,-5.05372751355
50.2654103224,-5.04339478962
50.2516148656,-5.03796556717
50.2623988752,-5.05827721524
50.2498720788,-5.04266747824
50.2636835567,-5.05595278194
50.255010256,-5.04703763751
50.263794664,-5.05395738571
50.2677926253,-5.04714035768
50.2581125885,-5.05308157131
50.2669202948,-5.05182116409
50.2578614776,-5.04782361639
50.2506173123,-5.05112431751
50.2447814663,-5.04309216608
50.2505423683,-5.05106609306
50.2594249469,-5.05114053884
50.2612498973,-5.04768176137
50.2557474012,-5.0430359709
50.2443746678,-5.04828499466
50.258269609,-5.05085834547
50.2564118141,-5.04483511721
50.249051177,-5.04441339317
50.253671493,-5.04588537855
50.25082627,-5.05224335358
50.2605014318,-5.05439128261
50.2569532538,-5.05438180496
50.2525696136,-5.0518890697
50.2560998729,-5.05221804205
50.2573940243,-5.05708205693
50.2493518684,-5.05001208745
50.2528007852,-5.0518154727
50.2552051477,-5.05059218879
50.2561686618,-5.03982825398
50.248117877,-5.05082976689
50.2647435026,-5.05135382055
50.259486024,-5.04503489724
50.2619536156,-5.04204471159
50.2573570708,-5.0419576597
50.2550254245,-5.04778561551
50.2611603988,-5.04409085229
50.2655862663,-5.05774439515
50.2583253987,-5.0471848966
50.2613754884,-5.05098894031
50.2542173562,-5.04691404732
50.2556224003,-5.05448864558
50.2565568456,-5.04431520236
50.2568226918,-5.0454937444
50.2568090285,-5.04534022194
50.2437822546,-5.04732038081
50.2531993273,-5.05393895871
50.2639212116,-5.0477975833
50.2563656722,-5.04772158734
50.2623913742,-5.03604212305
50.2573132801,-5.04833417729
50.2468455261,-5.05001193139
50.2570780848,-5.05025135688
50.2535882962,-5.05234113036
50.2532207728,-5.04294228652
50.2593270971,-5.06040817755
50.2631512107,-5.05326818785
50.2506287373,-5.04615665836
50.2589074331,-5.04277965312
50.2559403749,-5.0439008723
50.2535101602,-5.04711919219
50.2598253455,-5.05192861373
50.2590069789,-5.03962075879
50.2549090909,-5.05027707388
50.2634859431,-5.05246431177
50.2650616134,-5.04707839437
50.2629415403,-5.05360143872
50.253226743,-5.06476134178
50.2630459423,-5.04948535155
50.2608417829,-5.05184975459
50.2582269189,-5.04452893926
50.2592290365,-5.04858249536
50.2572877682,-5.04891528418
50.2532357124,-5.06167838336
50.2475667575,-5.0365374436
50.261875057,-5.04673897217
50.2554113703,-5.068944526
50.250305706,-5.05061329603
50.2589002796,-5.05079201505
50.2673104293,-5.05476904921
50.2567682712,-5.04867150996
50.2563150166,-5.04542616222
50.2536069558,-5.04465186434
50.2578514865,-5.05289996113
50.250864533,-5.05053997417
50.2582866548,-5.04980720558
50.2562674197,-5.04039447455
50.2438556545,-5.04486410152
50.2558477127,-5.0412386142
50.2530231213,-5.04785826015
50.2576967781,-5.03881387181
50.2459090776,-5.04095249924
50.2556627318,-5.04706387283
50.2538487759,-5.04509354463
50.250447235,-5.05396868173
50.2581576539,-5.04464828279
50.2573028752,-5.05136948686
50.2540896097,-5.04378040094
50.2517032158,-5.04114890419
50.2583043265,-5.04950423867
50.2656833033,-5.05353251323
50.2592790236,-5.0505484396
50.2650308482,-5.03861396981
50.2603085059,-5.0500651022
50.2647738308,-5.04937595607
50.258876791,-5.05422016384
50.2503275432,-5.04359087038
50.2564862283,-5.05219909536
50.2581818266,-5.05095748546
50.2615344897,-5.04634405117
50.2528497574,-5.04557537781
50.2528658891,-5.05271478931
50.2579654418,-5.05750779227
50.2586323896,-5.05035234742
50.2566677934,-5.03956683218
50.2518955803,-5.05315387091
50.2567653126,-5.05207432405
50.2504999193,-5.05176877212
50.254184155,-5.05320885611
50.2565158645,-5.04547866038
50.2529262763,-5.04959032659
50.2578346306,-5.03713674399
50.2521295287,-5.04621191697
50.2535128408,-5.05446777355
50.2484064469,-5.04560119491
50.2523943838,-5.04186602132
50.2516258992,-5.05220542286
50.2538660119,-5.04889252511
50.2538976731,-5.04876021236
50.2487560555,-5.05052368154
50.2571698434,-5.05134929963
50.2550844617,-5.05173331449
50.2444194927,-5.0485652132
50.2518857038,-5.05101118968
50.257804643,-5.04841275401
50.2573544871,-5.04892602251
50.2617197292,-5.05233326484
50.2602332201,-5.04763510043
50.2584646425,-5.05576463294
50.2623777974,-5.03993895714
50.2499437734,-5.0539009576
50.2600112873,-5.05089260056
50.2655068809,-5.0480927819
50.2594844406,-5.05120681806
50.2553805763,-5.04806218872
50.2565699273,-5.05585911856
50.2613326299,-5.04719558556
50.2570679595,-5.04965773499
50.2653705676,-5.0497854484
50.2545577802,-5.0586337822
50.2677200467,-5.05197474927
50.2580360563,-5.0494099675
50.2562893825,-5.05196399811
50.2506517487,-5.04987689943
50.2476934223,-5.05316515714
50.259715423,-5.05465774923
50.2618489792,-5.04661184903
50.2556231918,-5.04098667291
50.2595106169,-5.04793820351
50.2662971976,-5.04757638844
50.252650009,-5.04649365259
50.2485309413,-5.04733304212
50.2609793008,-5.05075140017
50.2513754173,-5.04863317568
50.2584698272,-5.05056641962
50.2564083628,-5.05076406771
50.2515081956,-5.04463392859
50.2591148414,-5.03670651246
50.256637581,-5.04169790096
50.2473147975,-5.05010801997
50.250373235,-5.05470500732
50.2543059762,-5.05627213825
50.2503907756,-5.04496636547
50.249750329,-5.04255122829
50.2491452387,-5.05085217208
50.2616389329,-5.04355953538
50.2598325714,-5.04551081414
50.2493779794,-5.04587841004
50.2567845458,-5.03498881065
50.2598120334,-5.04573321257
50.2513745764,-5.04894568135
50.2603262989,-5.05307699296
50.2597413311,-5.04277288997
50.2559849176,-5.05086809747
50.2521327341,-5.04601399961
50.2538471738,-5.04917870246
50.2465073006,-5.05035247788
50.2586298565,-5.05058335769
50.2611124446,-5.05479172198
50.2521689323,-5.04760876302
50.2544249611,-5.04705868899
50.2563545373,-5.04865725811
50.2505820311,-5.04611065829
50.2486195387,-5.0521804789
50.2624525031,-5.05106841603
50.2557748148,-5.04197671163
50.2618146003,-5.0498966831
50.2607915,-5.05109894799
50.2554479978,-5.05279702726
50.2542798768,-5.04530894912
50.2666079194,-5.05675560755
50.2583273976,-5.03521212457
50.2552805669,-5.0526578808
50.2456226412,-5.0463843856
50.2527943348,-5.05111459978
50.2598996118,-5.04530608082
50.2586092119,-5.04456773083
50.2534107732,-5.03790004851
50.2533066679,-5.05053364155
50.2542898858,-5.05315556174
50.2657102803,-5.04611001648
50.2503866863,-5.05046104958
50.2585184352,-5.05136855951
50.2510332975,-5.05547853942
50.2539194736,-5.05461155938
50.2550398889,-5.06368385822
50.2551046557,-5.04272903124
50.2588523425,-5.04741072582
50.2602979328,-5.04253983502
50.2606222788,-5.04348244536
50.2545210694,-5.05464362213
50.2612621012,-5.05222535142
50.2590529946,-5.0455581037
50.265376909,-5.05182915438
50.2630657083,-5.04076779169
50.2612760298,-5.05049908478
50.2495267516,-5.04024279425
50.253744407,-5.05118757905
50.2529645969,-5.05387874334
50.2556191719,-5.05031940996
50.2586338534,-5.05196489848
50.2637635977,-5.05181829664
50.2580778473,-5.04332935347
50.25407837,-5.04247481065
50.2587073059,-5.04861299336
50.261070826,-5.04883109872
50.2611587131,-5.05583609298
50.2596831341,-5.04985420485
50.2525132293,-5.04398062779
50.2538715465,-5.054871191
50.2502621182,-5.04784360421
50.2530111136,-5.04250158895
50.2479273745,-5.04645588093
50.250603364,-5.04966936582
50.255890432,-5.05087491829
50.2591768939,-5.04599630599
50.2606103699,-5.04708409715
50.2637340191,-5.04876804283
50.256878031,-5.04681087368
50.2559346656,-5.04747329433
50.253533715,-5.04824130336
50.2726529721,-5.05484947494
50.2678098492,-5.0536248737
50.2547986658,-5.05206299722
50.2678301899,-5.05138078549
50.2465904125,-5.05568223377
50.2561837747,-5.05409146758
50.2515009503,-5.05365911958
50.2619286608,-5.05335898969
50.2551204302,-5.0452826337
50.2605127813,-5.04537089665
50.2595057616,-5.05087999743
50.2713591064,-5.04337825778
50.2617061125,-5.05403334585
50.2601668165,-5.04629618726
50.2538080549,-5.05080206237
50.2615872065,-5.04074999931
50.2627856995,-5.03804508262
50.2586151342,-5.04741386567
50.2521472897,-5.04586274482
50.2530955519,-5.04459453224
50.2564498372,-5.0488679142
50.2579772953,-5.0442023276
50.2552183102,-5.05567574211
50.2525313901,-5.04926232205
50.2503762048,-5.05455786078
50.2618747738,-5.05204587228
50.2532848404,-5.04167395641
50.2505482197,-5.054298921
50.2533086008,-5.0450805383
50.2563206758,-5.04415148127
50.2504952257,-5.04756892781
50.258625858,-5.03983755432
50.2549606895,-5.04574849812
50.2605874743,-5.04907681891
50.2556633888,-5.04478595405
50.2509835672,-5.05505017539
50.2535819884,-5.04863705005
50.2547080188,-5.04161982889
50.2520274585,-5.0559446381
50.2637609711,-5.04950920072
50.2640530808,-5.05377794288
50.2444581673,-5.05521334841
50.2602686395,-5.03893799914
50.261631067,-5.0437360442
50.2624419748,-5.05284871297
50.2540042843,-5.04733090894
50.269671004,-5.04310481108
50.2529650897,-5.04750387526
50.2582748578,-5.05504903727
50.2602021831,-5.03804086281
50.2553462621,-5.04691121157
50.2537211582,-5.05183964926
50.2544904735,-5.04870507524
50.2575651334,-5.04643138175
50.2582110673,-5.04426986658
50.2632785538,-5.05005946146
50.2573465699,-5.05007367298
50.252704134,-5.04590527965
50.2509644051,-5.05180587414
50.2521608017,-5.0430288024
50.2536198683,-5.04807177564
50.2533548832,-5.04750367877
50.2492918946,-5.04504836914
50.2646949829,-5.05391887521
50.2564509817,-5.0521417141
50.2626183065,-5.04690870649
50.2499548277,-5.04706362995
50.2517939267,-5.04968240484
50.2608298446,-5.04833965409
50.257679482,-5.05226248846
50.2602428323,-5.03909653234
50.2590687018,-5.04646441254
50.2514708452,-5.05857839851
50.2564545594,-5.04613342515
50.2529020157,-5.05467971505
50.2465966524,-5.05265229396
50.2638248402,-5.04923968042
50.2492007628,-5.05512647449
50.2550169179,-5.04646663053
50.2659272927,-5.03959139823
50.2494092451,-5.05347678934
50.2579504296,-5.04564988415
50.2597225803,-5.04305060536
50.2500676541,-5.04782215519
50.2570728845,-5.05179822257
50.2662191373,-5.04746986045
50.2622012147,-5.04430867318
50.2551757051,-5.05385023891
50.2464595434,-5.05012183047
50.2595265078,-5.05680811667
50.2506268348,-5.05647487184
50.2584433879,-5.04360562518
50.2571113304,-5.05391447512
50.2565261967,-5.0449883024
50.2588332686,-5.04742015218
50.2571464137,-5.0436626017
50.2543871425,-5.05337259691
50.2596179869,-5.04146296733
50.2553416348,-5.056660429
50.2539456047,-5.05492285576
50.2590593421,-5.04950969495
50.2601018056,-5.05588552967
50.2549729713,-5.04897468138
50.2604409528,-5.04773202121
50.2575874005,-5.04895672767
50.2567661499,-5.04856836092
50.2559613389,-5.03368717365
50.2495808833,-5.04688255623
50.2453850598,-5.04932210674
50.2589748026,-5.05237772149
50.2587079756,-5.05427696235
50.2546366494,-5.04207451837
50.2477590214,-5.04369274728
50.2561490727,-5.05098735435
50.2533269665,-5.05180302692
50.2558737402,-5.05313918931
50.2519257817,-5.04536018754
50.248271499,-5.05136020193
50.2523858271,-5.05887384102
50.2504317083,-5.05309905188
50.259307143,-5.04338331462
50.2539674282,-5.04919188347
50.2667006496,-5.0508548427
50.2665784478,-5.05159796963
50.2641937725,-5.04398326255
50.2467444538,-5.04771369199
50.2500632194,-5.04797869287
50.2609477715,-5.04268190206
50.252428998,-5.05254698783
50.2567890332,-5.04995872338
50.2577663096,-5.06423519548
50.2556043571,-5.05276819361
50.2626721579,-5.04606132295
50.2450558099,-5.05107598017
50.2606650878,-5.04023505824
50.2561119806,-5.04675097728
50.2632556796,-5.06139382936
50.2520732298,-5.04882814188
50.2610289953,-5.04580381238
50.2561503199,-5.057070283
50.2629622503,-5.05020001622
